#1
double tab1(8760,5)
0	0.0000	0.8328	0.5504	0.0000
1	0.0000	0.7518	0.4968	0.0000
2	0.0000	0.4544	0.3003	0.0000
3	0.0000	0.6566	0.4339	0.0000
4	0.0000	0.7394	0.4886	0.0000
5	0.0000	0.5630	0.3720	0.0000
6	0.0000	2.0779	0.4577	0.0000
7	0.0409	3.3599	3.8188	1.9648
8	0.0400	3.2913	3.7409	1.9247
9	0.1029	8.2514	3.6072	0.9280
10	0.1159	9.2905	4.0614	1.0448
11	0.0496	4.0797	4.6370	4.7716
12	0.0323	2.6537	3.0163	3.1038
13	0.1286	10.3083	4.5064	1.1593
14	0.1115	8.9410	3.9086	1.0055
15	0.0436	3.5812	4.0704	2.0943
16	0.0309	2.5409	2.8880	1.4859
17	0.0000	2.0264	0.4464	0.0000
18	0.0000	0.8530	0.5637	0.0000
19	0.0000	0.5157	0.3408	0.0000
20	0.0000	0.3975	0.2627	0.0000
21	0.0000	0.4284	0.2831	0.0000
22	0.0000	0.6927	0.4577	0.0000
23	0.0000	0.9714	0.6419	0.0000
24	0.0000	0.8055	0.5323	0.0000
25	0.0000	0.8777	0.5800	0.0000
26	0.0000	0.6707	0.4432	0.0000
27	0.0000	0.8416	0.5561	0.0000
28	0.0000	0.6220	0.4110	0.0000
29	0.0000	0.7383	0.4879	0.0000
30	0.0000	1.8676	0.4114	0.0000
31	0.0356	2.9272	3.3271	1.7118
32	0.0411	3.3757	3.8369	1.9741
33	0.0965	7.7358	3.3818	0.8700
34	0.1346	10.7875	4.7158	1.2132
35	0.0416	3.4167	3.8835	3.9962
36	0.0432	3.5517	4.0369	4.1540
37	0.0995	7.9726	3.4853	0.8966
38	0.1335	10.6986	4.6770	1.2032
39	0.0341	2.8070	3.1905	1.6416
40	0.0453	3.7227	4.2312	2.1770
41	0.0000	1.8346	0.4041	0.0000
42	0.0000	0.5341	0.3530	0.0000
43	0.0000	0.5933	0.3921	0.0000
44	0.0000	0.5519	0.3647	0.0000
45	0.0000	0.6297	0.4161	0.0000
46	0.0000	0.6131	0.4051	0.0000
47	0.0000	0.6988	0.4618	0.0000
48	0.0000	0.7320	0.4837	0.0000
49	0.0000	0.6383	0.4218	0.0000
50	0.0000	0.6543	0.4324	0.0000
51	0.0000	0.6957	0.4597	0.0000
52	0.0000	0.5867	0.3877	0.0000
53	0.0000	0.7508	0.4962	0.0000
54	0.0000	2.3054	0.5078	0.0000
55	0.0416	3.4224	3.8899	2.0014
56	0.0592	4.8634	5.5278	2.8441
57	0.1262	10.1189	4.4235	1.1380
58	0.1043	8.3580	3.6538	0.9399
59	0.0371	3.0503	3.4669	3.5675
60	0.0381	3.1358	3.5641	3.6675
61	0.0960	7.6920	3.3626	0.8651
62	0.1307	10.4802	4.5815	1.1786
63	0.0344	2.8295	3.2161	1.6547
64	0.0394	3.2351	3.6770	1.8919
65	0.0000	1.7642	0.3886	0.0000
66	0.0000	0.7953	0.5256	0.0000
67	0.0000	0.4711	0.3113	0.0000
68	0.0000	0.6100	0.4031	0.0000
69	0.0000	0.6417	0.4240	0.0000
70	0.0000	0.6997	0.4624	0.0000
71	0.0000	0.7183	0.4747	0.0000
72	0.0000	0.6293	0.4159	0.0000
73	0.0000	0.7878	0.5206	0.0000
74	0.0000	0.6991	0.4620	0.0000
75	0.0000	0.9823	0.6491	0.0000
76	0.0000	0.4593	0.3035	0.0000
77	0.0000	0.7393	0.4886	0.0000
78	0.0000	1.5607	0.3438	0.0000
79	0.0336	2.7636	3.1411	1.6162
80	0.0559	4.5940	5.2216	2.6866
81	0.1439	11.5336	5.0420	1.2971
82	0.0671	5.3759	2.3501	0.6046
83	0.0382	3.1419	3.5712	3.6748
84	0.0395	3.2452	3.6885	3.7955
85	0.0612	4.9048	2.1442	0.5516
86	0.1056	8.4665	3.7012	0.9521
87	0.0431	3.5472	4.0317	2.0744
88	0.0417	3.4314	3.9001	2.0066
89	0.0000	1.1861	0.2613	0.0000
90	0.0000	0.8034	0.5309	0.0000
91	0.0000	0.6899	0.4559	0.0000
92	0.0000	0.6495	0.4292	0.0000
93	0.0000	0.5585	0.3691	0.0000
94	0.0000	0.7513	0.4965	0.0000
95	0.0000	0.7785	0.5144	0.0000
96	0.0000	0.5943	0.3927	0.0000
97	0.0000	0.6695	0.4424	0.0000
98	0.0000	0.7665	0.5065	0.0000
99	0.0000	0.4006	0.2647	0.0000
100	0.0000	0.6731	0.4448	0.0000
101	0.0000	0.4068	0.2688	0.0000
102	0.0000	1.6089	0.3544	0.0000
103	0.0438	3.5974	4.0888	2.1038
104	0.0388	3.1935	3.6298	1.8676
105	0.0981	7.8658	3.4386	0.8846
106	0.1004	8.0439	3.5164	0.9046
107	0.0468	3.8463	4.3718	4.4986
108	0.0457	3.7533	4.2661	4.3899
109	0.0899	7.2038	3.1492	0.8101
110	0.1129	9.0509	3.9567	1.0179
111	0.0362	2.9788	3.3857	1.7420
112	0.0592	4.8698	5.5350	2.8478
113	0.0000	1.6813	0.3704	0.0000
114	0.0000	0.6165	0.4074	0.0000
115	0.0000	0.6118	0.4043	0.0000
116	0.0000	0.5999	0.3965	0.0000
117	0.0000	0.6763	0.4469	0.0000
118	0.0000	0.6936	0.4584	0.0000
119	0.0000	0.4448	0.2939	0.0000
120	0.0000	0.5823	0.3848	0.0000
121	0.0000	0.4840	0.3198	0.0000
122	0.0000	0.8203	0.5421	0.0000
123	0.0000	0.9820	0.6489	0.0000
124	0.0000	0.8396	0.5549	0.0000
125	0.0000	0.7032	0.4647	0.0000
126	0.0000	0.7922	0.5235	0.0000
127	0.0000	0.6796	0.4491	0.0000
128	0.0000	0.8756	0.5786	0.0000
129	0.0000	0.7455	0.4927	0.0000
130	0.0000	0.6274	0.4146	0.0000
131	0.0000	0.5091	0.3364	0.0000
132	0.0000	0.5735	0.3790	0.0000
133	0.0000	0.6990	0.4619	0.0000
134	0.0000	0.4964	0.3281	0.0000
135	0.0000	0.6285	0.4153	0.0000
136	0.0000	0.8339	0.5511	0.0000
137	0.0000	0.6615	0.4372	0.0000
138	0.0000	0.9188	0.6072	0.0000
139	0.0000	0.8480	0.5604	0.0000
140	0.0000	0.6199	0.4096	0.0000
141	0.0000	0.4789	0.3165	0.0000
142	0.0000	0.6514	0.4304	0.0000
143	0.0000	0.5944	0.3928	0.0000
144	0.0000	0.7074	0.4675	0.0000
145	0.0000	0.8700	0.5750	0.0000
146	0.0000	0.5100	0.3370	0.0000
147	0.0000	0.6066	0.4008	0.0000
148	0.0000	0.7014	0.4635	0.0000
149	0.0000	0.8070	0.5333	0.0000
150	0.0000	0.7249	0.4790	0.0000
151	0.0000	0.7122	0.4706	0.0000
152	0.0000	0.8345	0.5515	0.0000
153	0.0000	0.7226	0.4775	0.0000
154	0.0000	0.6265	0.4140	0.0000
155	0.0000	0.6652	0.4396	0.0000
156	0.0000	0.5647	0.3732	0.0000
157	0.0000	0.7296	0.4821	0.0000
158	0.0000	0.7817	0.5165	0.0000
159	0.0000	0.2658	0.1756	0.0000
160	0.0000	0.8179	0.5405	0.0000
161	0.0000	0.6503	0.4297	0.0000
162	0.0000	0.7183	0.4747	0.0000
163	0.0000	0.7448	0.4922	0.0000
164	0.0000	0.3558	0.2351	0.0000
165	0.0000	0.5004	0.3307	0.0000
166	0.0000	0.6139	0.4057	0.0000
167	0.0000	0.5536	0.3658	0.0000
168	0.0000	0.6938	0.4585	0.0000
169	0.0000	0.5900	0.3899	0.0000
170	0.0000	0.4326	0.2859	0.0000
171	0.0000	0.7382	0.4878	0.0000
172	0.0000	0.8024	0.5302	0.0000
173	0.0000	0.7319	0.4837	0.0000
174	0.0000	1.6918	0.3727	0.0000
175	0.0379	3.1169	3.5427	1.8227
176	0.0444	3.6492	4.1477	2.1340
177	0.1195	9.5815	4.1886	1.0775
178	0.1281	10.2717	4.4904	1.1552
179	0.0376	3.0948	3.5176	3.6197
180	0.0286	2.3540	2.6755	2.7532
181	0.0922	7.3890	3.2302	0.8310
182	0.1181	9.4629	4.1368	1.0642
183	0.0460	3.7778	4.2938	2.2092
184	0.0578	4.7519	5.4010	2.7789
185	0.0000	2.0193	0.4448	0.0000
186	0.0000	0.6899	0.4559	0.0000
187	0.0000	0.6344	0.4192	0.0000
188	0.0000	0.6043	0.3994	0.0000
189	0.0000	0.7605	0.5026	0.0000
190	0.0000	0.7042	0.4653	0.0000
191	0.0000	0.6304	0.4166	0.0000
192	0.0000	0.5157	0.3408	0.0000
193	0.0000	0.6415	0.4239	0.0000
194	0.0000	0.6063	0.4006	0.0000
195	0.0000	0.8228	0.5437	0.0000
196	0.0000	0.7823	0.5169	0.0000
197	0.0000	0.5232	0.3458	0.0000
198	0.0000	2.4337	0.5361	0.0000
199	0.0354	2.9123	3.3101	1.7031
200	0.0411	3.3760	3.8372	1.9743
201	0.1323	10.6067	4.6368	1.1928
202	0.0848	6.7977	2.9716	0.7645
203	0.0413	3.3940	3.8576	3.9695
204	0.0310	2.5450	2.8926	2.9766
205	0.0653	5.2304	2.2865	0.5882
206	0.1277	10.2371	4.4752	1.1513
207	0.0402	3.3070	3.7588	1.9339
208	0.0334	2.7476	3.1229	1.6068
209	0.0000	1.3470	0.2967	0.0000
210	0.0000	0.6049	0.3997	0.0000
211	0.0000	0.8342	0.5513	0.0000
212	0.0000	0.7106	0.4696	0.0000
213	0.0000	0.6087	0.4022	0.0000
214	0.0000	0.5693	0.3762	0.0000
215	0.0000	0.6716	0.4438	0.0000
216	0.0000	0.4542	0.3001	0.0000
217	0.0000	0.8346	0.5515	0.0000
218	0.0000	0.7239	0.4784	0.0000
219	0.0000	0.8148	0.5384	0.0000
220	0.0000	0.5836	0.3856	0.0000
221	0.0000	0.7701	0.5089	0.0000
222	0.0000	2.2445	0.4944	0.0000
223	0.0277	2.2802	2.5917	1.3334
224	0.0412	3.3864	3.8490	1.9804
225	0.1134	9.0888	3.9732	1.0221
226	0.0944	7.5669	3.3079	0.8510
227	0.0371	3.0516	3.4684	3.5691
228	0.0435	3.5753	4.0638	4.1817
229	0.1059	8.4852	3.7093	0.9542
230	0.0852	6.8319	2.9866	0.7683
231	0.0447	3.6775	4.1798	2.1506
232	0.0418	3.4383	3.9080	2.0107
233	0.0000	2.0714	0.4563	0.0000
234	0.0000	0.6703	0.4429	0.0000
235	0.0000	0.7168	0.4737	0.0000
236	0.0000	0.6201	0.4098	0.0000
237	0.0000	0.5442	0.3596	0.0000
238	0.0000	0.5601	0.3701	0.0000
239	0.0000	0.8031	0.5307	0.0000
240	0.0000	0.3923	0.2592	0.0000
241	0.0000	0.7288	0.4816	0.0000
242	0.0000	0.4680	0.3092	0.0000
243	0.0000	0.4461	0.2948	0.0000
244	0.0000	0.5253	0.3471	0.0000
245	0.0000	0.6238	0.4122	0.0000
246	0.0000	2.2613	0.4981	0.0000
247	0.0264	2.1714	2.4681	1.2698
248	0.0534	4.3895	4.9891	2.5670
249	0.1315	10.5400	4.6076	1.1853
250	0.1038	8.3233	3.6386	0.9360
251	0.0377	3.0976	3.5207	3.6229
252	0.0324	2.6613	3.0249	3.1127
253	0.1192	9.5555	4.1773	1.0746
254	0.1081	8.6677	3.7891	0.9748
255	0.0513	4.2172	4.7933	2.4662
256	0.0345	2.8371	3.2247	1.6592
257	0.0000	2.1893	0.4822	0.0000
258	0.0000	0.6529	0.4315	0.0000
259	0.0000	0.5463	0.3610	0.0000
260	0.0000	0.9079	0.6000	0.0000
261	0.0000	0.6945	0.4589	0.0000
262	0.0000	0.7393	0.4885	0.0000
263	0.0000	0.5171	0.3417	0.0000
264	0.0000	0.5626	0.3718	0.0000
265	0.0000	0.6688	0.4419	0.0000
266	0.0000	0.5808	0.3838	0.0000
267	0.0000	0.7369	0.4870	0.0000
268	0.0000	0.7154	0.4727	0.0000
269	0.0000	0.5548	0.3666	0.0000
270	0.0000	2.0492	0.4514	0.0000
271	0.0400	3.2911	3.7407	1.9246
272	0.0387	3.1805	3.6150	1.8600
273	0.0822	6.5855	2.8789	0.7406
274	0.0888	7.1213	3.1131	0.8009
275	0.0417	3.4269	3.8950	4.0080
276	0.0481	3.9553	4.4957	4.6261
277	0.0860	6.8910	3.0124	0.7750
278	0.1326	10.6314	4.6476	1.1956
279	0.0415	3.4086	3.8742	1.9933
280	0.0298	2.4533	2.7885	1.4347
281	0.0000	2.1007	0.4627	0.0000
282	0.0000	0.7742	0.5116	0.0000
283	0.0000	0.6925	0.4576	0.0000
284	0.0000	0.9627	0.6362	0.0000
285	0.0000	0.6983	0.4615	0.0000
286	0.0000	0.7751	0.5122	0.0000
287	0.0000	0.6591	0.4356	0.0000
288	0.0000	0.7866	0.5198	0.0000
289	0.0000	0.3426	0.2264	0.0000
290	0.0000	0.5449	0.3601	0.0000
291	0.0000	0.6098	0.4030	0.0000
292	0.0000	0.7240	0.4784	0.0000
293	0.0000	0.6825	0.4510	0.0000
294	0.0000	0.8004	0.5290	0.0000
295	0.0000	0.7046	0.4656	0.0000
296	0.0000	0.6850	0.4526	0.0000
297	0.0000	0.6386	0.4220	0.0000
298	0.0000	0.6792	0.4489	0.0000
299	0.0000	0.7668	0.5067	0.0000
300	0.0000	0.7570	0.5003	0.0000
301	0.0000	0.7734	0.5111	0.0000
302	0.0000	0.6261	0.4138	0.0000
303	0.0000	0.5663	0.3742	0.0000
304	0.0000	0.5957	0.3936	0.0000
305	0.0000	0.7037	0.4650	0.0000
