time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceDistrictHeatingPower,PriceGasPower,PriceBiomassPower,PriceSolarThermalPower,PriceElectricHistorical
240300.0,0.2,0.05,0.08693000000000001,0.1,0.07,0.2,0.0,0.08693
241200.0,0.2,0.05,0.08996,0.1,0.07,0.2,0.0,0.08996
242100.0,0.2,0.05,0.08758,0.1,0.07,0.2,0.0,0.08758
243000.0,0.2,0.05,0.08604,0.1,0.07,0.2,0.0,0.08604
243900.0,0.2,0.05,0.08306999999999999,0.1,0.07,0.2,0.0,0.0830699999999999
244800.0,0.2,0.05,0.08391,0.1,0.07,0.2,0.0,0.08391
245700.0,0.2,0.05,0.08428000000000001,0.1,0.07,0.2,0.0,0.08428
246600.0,0.2,0.05,0.0839,0.1,0.07,0.2,0.0,0.0839
247500.0,0.2,0.05,0.08308,0.1,0.07,0.2,0.0,0.08308
248400.0,0.2,0.05,0.09095,0.1,0.07,0.2,0.0,0.09095
249300.0,0.2,0.05,0.08486,0.1,0.07,0.2,0.0,0.08486
250200.0,0.2,0.05,0.08169,0.1,0.07,0.2,0.0,0.08169
251100.0,0.2,0.05,0.07656,0.1,0.07,0.2,0.0,0.07656
252000.0,0.2,0.05,0.0883,0.1,0.07,0.2,0.0,0.0883
252900.0,0.2,0.05,0.08395,0.1,0.07,0.2,0.0,0.08395
253800.0,0.2,0.05,0.08195999999999999,0.1,0.07,0.2,0.0,0.0819599999999999
254700.0,0.2,0.05,0.08129,0.1,0.07,0.2,0.0,0.08129
255600.0,0.2,0.05,0.083,0.1,0.07,0.2,0.0,0.083
256500.0,0.2,0.05,0.08615,0.1,0.07,0.2,0.0,0.08615
257400.0,0.2,0.05,0.08506,0.1,0.07,0.2,0.0,0.08506
258300.0,0.2,0.05,0.08174,0.1,0.07,0.2,0.0,0.08174
259200.0,0.2,0.05,0.08474,0.1,0.07,0.2,0.0,0.08474
260100.0,0.2,0.05,0.08278,0.1,0.07,0.2,0.0,0.08278
261000.0,0.2,0.05,0.08163,0.1,0.07,0.2,0.0,0.08163
261900.0,0.2,0.05,0.08148999999999999,0.1,0.07,0.2,0.0,0.0814899999999999
